      * c:\users\vansh\esim-workspace\4_bit_flash_adc\4_bit_flash_adc.cir
      Transient Analysis  Sat Oct 08 21:34:09  2022
--------------------------------------------------------------------------------
Index   time            a4#branch_1_0   a4#branch_1_1   a4#branch_1_2   
--------------------------------------------------------------------------------
0	0.000000e+00	1.998890e-15	1.998890e-15	1.998890e-15	
1	1.000000e-06	1.998890e-15	1.998890e-15	1.998890e-15	
2	2.000000e-06	1.998890e-15	1.998890e-15	1.998890e-15	
3	4.000000e-06	1.998890e-15	1.998890e-15	1.998890e-15	
4	8.000000e-06	1.998890e-15	1.998890e-15	1.998890e-15	
5	1.600000e-05	1.998890e-15	1.998890e-15	1.998890e-15	
6	3.200000e-05	1.998890e-15	1.998890e-15	1.998890e-15	
7	6.400000e-05	1.998890e-15	1.998890e-15	1.998890e-15	
8	1.000000e-04	1.998890e-15	1.998890e-15	1.998890e-15	
9	1.064000e-04	1.998890e-15	1.998890e-15	1.998890e-15	
10	1.192000e-04	1.998890e-15	1.998890e-15	1.998890e-15	
11	1.448000e-04	1.998890e-15	1.998890e-15	1.998890e-15	
12	1.960000e-04	1.998890e-15	1.998890e-15	1.998890e-15	
13	2.984000e-04	1.998890e-15	1.998890e-15	1.998890e-15	
14	5.032000e-04	1.998890e-15	1.998890e-15	1.998890e-15	
15	9.128000e-04	1.998890e-15	1.998890e-15	1.998890e-15	
16	1.732000e-03	1.998890e-15	1.998890e-15	1.998890e-15	
17	2.732000e-03	1.998890e-15	1.998890e-15	1.998890e-15	
18	3.732000e-03	1.998890e-15	1.998890e-15	1.998890e-15	
19	4.732000e-03	1.998890e-15	1.998890e-15	1.998890e-15	
20	5.732000e-03	1.998890e-15	1.998890e-15	1.998890e-15	
21	6.732000e-03	1.998890e-15	1.998890e-15	1.998890e-15	
22	7.732000e-03	1.998890e-15	1.998890e-15	1.998890e-15	
23	8.732000e-03	1.998890e-15	1.998890e-15	1.998890e-15	
24	9.732000e-03	1.998890e-15	1.998890e-15	1.998890e-15	
25	1.073200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
26	1.173200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
27	1.273200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
28	1.373200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
29	1.473200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
30	1.573200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
31	1.673200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
32	1.773200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
33	1.873200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
34	1.973200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
35	2.073200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
36	2.173200e-02	1.998890e-15	1.998890e-15	1.998890e-15	
